Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901097556,CHILDREN IN CARE,50.00,ADOLESCENT RESOURCE CENTRE,1008,,PUPIL PREMIUM PLUS,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,885.00,ADOLESCENT RESOURCE CENTRE,1008,,LEAVING CARE TEAM,BOARDED OUT SEC23,230849,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,834.44,ADOLESCENT RESOURCE CENTRE,1008,,LEAVING CARE TEAM,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,790.05,ADOLESCENT RESOURCE CENTRE,1008,,PERM TEAM: CLIENTS,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,178.80,ADOLESCENT RESOURCE CENTRE,1008,,PERM TEAM: CLIENTS,FAM CONT PERS NEEDS,220828,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,33.00,ADOLESCENT RESOURCE CENTRE,1008,,TREATMENT FOSTER,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,12.05,ADOLESCENT RESOURCE CENTRE,1008,,INTENSIVE FOSTERING,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,7.00,ADOLESCENT RESOURCE CENTRE,1008,,PLACEMENT ADOPTION,ADOPTIONS,230836,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,110.00,ADOLESCENT RESOURCE CENTRE,1008,,Homeless Young Peopl,CHILD IN CARE SEC 20,230851,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098242,CHILDREN IN CARE,10.40,ADOLESCENT RESOURCE CENTRE,1008,,Troubled Families,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,779.89,ADOLESCENT RESOURCE CENTRE,1008,,LEAVING CARE TEAM,BOARDED OUT SEC23,230849,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,502.01,ADOLESCENT RESOURCE CENTRE,1008,,LEAVING CARE TEAM,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,622.16,ADOLESCENT RESOURCE CENTRE,1008,,PERM TEAM: CLIENTS,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,223.00,ADOLESCENT RESOURCE CENTRE,1008,,PERM TEAM: CLIENTS,FAM CONT PERS NEEDS,220828,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,2.17,ADOLESCENT RESOURCE CENTRE,1008,,ADOPTION : CLIENT,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,5.00,ADOLESCENT RESOURCE CENTRE,1008,,PLACEMENT ADOPTION,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,8.37,ADOLESCENT RESOURCE CENTRE,1008,,ADOPTION TEAM,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,10.00,ADOLESCENT RESOURCE CENTRE,1008,,CIC ADMINISTRATION,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,-16.66,ADOLESCENT RESOURCE CENTRE,1008,,INTENSIVE FOSTERING,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,52.55,ADOLESCENT RESOURCE CENTRE,1008,,TREATMENT FOSTER,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,60.00,ADOLESCENT RESOURCE CENTRE,1008,,Homeless Young Peopl,CHILD IN CARE SEC 20,230851,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098743,CHILDREN IN CARE,20.00,ADOLESCENT RESOURCE CENTRE,1008,,Troubled Families,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,12.33,OLD HALL ROAD,1009,,OLD HALL ROAD,CLEANING MATERIALS,201130,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,1.29,OLD HALL ROAD,1009,,OLD HALL ROAD,TOILET REQUISITES,201140,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,26.43,OLD HALL ROAD,1009,,OLD HALL ROAD,TOILET REQUISITES,201140,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,10.00,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,15.00,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,47.80,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - REPAIRS,220050,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,283.54,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,32.66,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,63.97,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,45.79,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,257.91,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,138.81,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,69.64,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,74.17,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,28.40,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS TRAV EXP,220416,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,10/09/2014,1901096992,OLD HALL ROAD,79.50,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS POCK MON GIF,240310,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,104512648,,"3,064.94",OLD HALL ROAD,1009,,,Bank Tfr Clearing Ac,703170,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,1.25,OLD HALL ROAD,1009,,OLD HALL ROAD,CLEANING MATERIALS,201130,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,7.92,OLD HALL ROAD,1009,,OLD HALL ROAD,TOILET REQUISITES,201140,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,12.50,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,11.21,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - REPAIRS,220050,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,335.04,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,30.73,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,8.33,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,17.24,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,163.19,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,64.18,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,34.30,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS TRAV EXP,220416,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901097919,OLD HALL ROAD,14.32,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS POCK MON GIF,240310,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,3.33,OLD HALL ROAD,1009,,OLD HALL ROAD,CLEANING MATERIALS,201130,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,26.46,OLD HALL ROAD,1009,,OLD HALL ROAD,TOILET REQUISITES,201140,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,4.17,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,56.07,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - REPAIRS,220050,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,233.33,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,11.55,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,24.00,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,31.67,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,27.58,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,32.20,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,29.80,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS TRAV EXP,220416,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,21.39,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS POCK MON GIF,240310,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,22/09/2014,1901098436,OLD HALL ROAD,21.06,OLD HALL ROAD,1009,,OLD HALL ROAD,POSTAGES,220515,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,8.33,OLD HALL ROAD,1009,,OLD HALL ROAD,CLEANING MATERIALS,201130,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,15.00,OLD HALL ROAD,1009,,OLD HALL ROAD,TOILET REQUISITES,201140,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,7.98,OLD HALL ROAD,1009,,OLD HALL ROAD,NEWSPAPERS AND PERIO,220014,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,175.20,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,1.67,OLD HALL ROAD,1009,,OLD HALL ROAD,EQUIPMENT - REPAIRS,220050,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,243.04,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,3.07,OLD HALL ROAD,1009,,OLD HALL ROAD,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,43.00,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,39.88,OLD HALL ROAD,1009,,OLD HALL ROAD,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,69.20,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,12.50,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098729,OLD HALL ROAD,43.10,OLD HALL ROAD,1009,,OLD HALL ROAD,CLIENTS POCK MON GIF,240310,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,24/09/2014,1901098718,19.09.2014-23.09,4.80,SOCIAL SERVICES SOUTH AREA,1014,,SALE WATERSIDE ADMIN,POSTAGES,220515,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,39.06,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLEANING MATERIALS,201130,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,20.27,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,TOILET REQUISITES,201140,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,11.45,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,MEDICAL REQUISITES,220076,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,260.43,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,26.21,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,66.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,UNIFORMS,220220,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,20.41,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,UNIFORMS,220220,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,58.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS HOLS & OUTIN,220402,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,10.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,62.59,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,39.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS TRAV EXP,220416,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,28.50,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,POSTAGES,220515,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,29/09/2014,1901099033,KWP 210914,5.30,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,POSTAGES,220515,,,,KWP 210914
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,26.66,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,EQUIPMENT - PURCHASE,220048,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,7.50,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,2.47,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,38.76,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,UNIFORMS,220220,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,0.50,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,16.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS TRAV EXP,220416,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,17/09/2014,1901098240,KINGSWAY PARK,4.50,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS POCK MON GIF,240310,,,,KWP04092014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,17.92,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,EQUIPMENT - PURCHASE,220048,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,72.21,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,17.92,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,UNIFORMS,220220,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,62.56,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,36.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,81.15,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,21.22,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,3.33,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,34.20,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS TRAV EXP,220416,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095586,KINGSWAY PARK,27.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS POCK MON GIF,240310,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095587,KINGSWAY PARK,5.30,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CATERING PROVISIONS,220100,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095587,KINGSWAY PARK,15.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS HOLS & OUTIN,220402,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095587,KINGSWAY PARK,50.00,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,CLIENTS PERS NEEDS,220412,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford,01/09/2014,1901095589,KINGSWAY PARK,33.75,KINGSWAY PARK CHILDRENS HOME,1015,,KINGSWAY PARK,EQUIPMENT - PURCHASE,220048,,,,
