Body,Body name,Date,Transaction number,Invoice Number,Amount,Supplier Name,Supplier ID,VAT Registration Number,Expense Area,Expense Type,Expense Code,BVACOP,ProClass,ProClass Description,Extended Description
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,550.83,ABSOLUTE CARE AT HOME LTD,144240,,SENS SUPP 75-84 LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,256.2,ABSOLUTE CARE AT HOME LTD,144240,,MEM SUPP 75-84 LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,291.43,ABSOLUTE CARE AT HOME LTD,144240,,MENT HLT 75-84 LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,"7,115.96",ABSOLUTE CARE AT HOME LTD,144240,,PHYS SUPP 85+ LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,963.95,ABSOLUTE CARE AT HOME LTD,144240,,SENS SUPP 85+ LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088064,10637,105.68,ABSOLUTE CARE AT HOME LTD,144240,,MEM SUPP 85+ LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228695,1510,208.33,African Caribbean Care Group,105196,,AFRO-CARIB CARE GRP,GRANTS TO VOL ORGS,220700,,321012,Black & Minority Ethnic,ACCG Preventative Service May  2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228695,1510,-0.33,African Caribbean Care Group,105196,,AFRO-CARIB CARE GRP,GRANTS TO VOL ORGS,220700,,321012,Black & Minority Ethnic,ACCG Preventative Service May  2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228695,1510,625,African Caribbean Care Group,105196,,AFR CAR CARE GROUP,GRANTS TO VOL ORGS,220700,,321012,Black & Minority Ethnic,ACCG Preventative Service May (14-15)
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,360,Age Uk Trafford,100813,GB561012488,PHYS SUPP 18-64 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,56,Age Uk Trafford,100813,GB561012488,MEM SUPP 65-74 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,160,Age Uk Trafford,100813,GB561012488,MENT HLT 65-74 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,"1,116.00",Age Uk Trafford,100813,GB561012488,PHYS SUPP 75-84 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,504,Age Uk Trafford,100813,GB561012488,SENS SUPP 75-84 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,320,Age Uk Trafford,100813,GB561012488,MEM SUPP 75-84 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,710,Age Uk Trafford,100813,GB561012488,MENT HLT 75-84 LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,"1,514.00",Age Uk Trafford,100813,GB561012488,PHYS SUPP 85+ LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,754,Age Uk Trafford,100813,GB561012488,SENS SUPP 85+ LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087863,2014/15 INV 21,720,Age Uk Trafford,100813,GB561012488,MENT HLT 85+ LT,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901087864,2014/15 INV 20,"9,060.18",Age Uk Trafford,100813,GB561012488,AGE UK COM BASED SUP,GRANTS TO VOL ORGS,220700,,171113,EDUCATION : Library Books,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228011,2014/15 INV 5,"1,833.33",Age Uk Trafford,100813,GB561012488,CARERS DEVELOPMENT,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Care Brokerage April 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228010,2014/15 INV 23,"1,833.33",Age Uk Trafford,100813,GB561012488,CARERS DEVELOPMENT,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Care Brokerage May 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228731,2014/15 INV 6,"1,702.69",Age Uk Trafford,100813,GB561012488,DEM ADVSR & PEER NET,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Dementia advice April 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228731,2014/15 INV 6,567.56,Age Uk Trafford,100813,GB561012488,Dementia,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Dementia advice April 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228730,2014/15 INV 19,"1,702.69",Age Uk Trafford,100813,GB561012488,DEM ADVSR & PEER NET,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Dementia advice May 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228730,2014/15 INV 19,567.56,Age Uk Trafford,100813,GB561012488,Dementia,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Dementia advice May 14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228732,2014/15 INV 3,"8,100.00",Age Uk Trafford,100813,GB561012488,CARERS DEVELOPMENT,GRANTS TO VOL ORGS,220700,,321010,SOCIAL CARE : Counselling,Information and Silver surfer 14/15
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228733,2014/15 INV 4,"5,000.00",Age Uk Trafford,100813,GB561012488,Telecare Inn. Projec,EQUIPMENT - PURCHASE,220048,,321013,SOCIAL CARE : Day Care,Telecare Borkerage and promotion 14/15
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901085266,10258484601,51.94,Alliance Disposables Ltd,132273,GB736619412,YP:BOLLIN PRIMARY SC,CLEANING MATERIALS,201130,,111100,CATERING : Equip & Utensils,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226695,922091876,16.84,Arco Ltd,101147,GB166911546,Groundforce DSO Nth,EXT MAT MAINT BUILD,200230,,141100,CLOTHING : Protective,1266400
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226695,922091876,25.5,Arco Ltd,101147,GB166911546,Groundforce DSO Nth,EXT MAT MAINT BUILD,200230,,141100,CLOTHING : Protective,14G4809
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226695,922091876,-0.02,Arco Ltd,101147,GB166911546,FI:GENERAL CONTINGEN,Mat Small Price Diff,220082,,141100,CLOTHING : Protective,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226742,921963588,0.01,Arco Ltd,101147,GB166911546,FI:GENERAL CONTINGEN,Mat Small Price Diff,220082,,141100,CLOTHING : Protective,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226742,921963588,66.21,Arco Ltd,101147,GB166911546,EN: HIGH/DRAIN (FUNC,STOCK (HELD IN SAP),602100,,NCLASS,Not Classified,ORANGE HI VIS TROUSERS 36WAIST 1885636
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226736,921923878,266.3,Arco Ltd,101147,GB166911546,EN: HIGH/DRAIN (FUNC,STOCK (HELD IN SAP),602100,,NCLASS,Not Classified,WATERPROOF 2 PIECE   EXL
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226736,921923878,266.3,Arco Ltd,101147,GB166911546,EN: HIGH/DRAIN (FUNC,STOCK (HELD IN SAP),602100,,NCLASS,Not Classified,WATERPROOF 2 PIECE  SUITS STORMBREAK
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226736,921923878,159.78,Arco Ltd,101147,GB166911546,EN: HIGH/DRAIN (FUNC,STOCK (HELD IN SAP),602100,,NCLASS,Not Classified,WATERPROOF 2 PIECE SUITS YELLOW LARGE
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226456,138,300,Art of Childcare Ltd,148595,,EarlyYrs Development,PROFESSIONAL FEES,220456,,261500,HR : Training & Conferences,PROFESSIONAL ABUSE JUNE 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228671,WE 14.06.2014,29.4,Barton Road Newsagents,102879,,Acc Traf Stock Devel,SUBSCRIPTIONS,220770,,202100,FINANCIAL : Subscriptions,Lostock newspapers week end 14/6/14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228745,AUTUMN/SPRING 14,303.33,Beis Yaakov Jewish High School,152499,,OTHER L.E.A. & IN,CONT TO L.E.A.'S,230100,,321211,SC: Disabled Child Day Serv,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228725,1938936,3.41,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,:library books
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228726,1941006,138.65,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,:library books
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228727,1940769,88.7,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,:library books
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228728,1941284,176.3,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,:library books
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228729,1945522,228.51,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,:library books
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228591,1945484,19.32,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,Bertrams URM June 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226427,1941308,178.51,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,Bertrams URM May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226428,1938942,3.41,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,Bertrams URM May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226430,1941005,165.06,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,Bertrams URM May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228724,1949438,52.27,Bertrams Trading Ltd,100063,GB882348007,Acc Traf Stock Devel,BOOKS PURCHASE,220012,,171113,EDUCATION : Library Books,Lostock book delivery 17/6/14
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,5.1,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780007215997 Tiger who came to tea
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,5.1,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780140502961 Brown bear brown bear
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,5.1,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780670882786 Each peach pear plum
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,3.64,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780718195373 (2 year old stories)
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,3.64,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780723270690 Hansel & Gretel
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,4.37,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9780747577300 Where is Coco going
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,6.56,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781405092364 Sharing a shell
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,0.01,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781405092364 Sharing a shell
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,4.54,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781406338539 I want my hat back
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,5.1,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781409302193 Princess Pollys potty
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,5.83,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781409305088 Nursery rhyme & song
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,3.64,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781409306320 The three little pigs
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,3.64,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781409309062 My Daddy
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,4.37,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781409312338 Goldilocks
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100227326,BS1490842,3.64,Browns Books for Students,143541,GB347630450,Sanyu Daycare,BOOKS PURCHASE,220012,,171000,EDUCATION : Services,ISBN 9781848352728 Why do I wash my hand
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226685,BS1490382,127.8,Browns Books for Students,143541,GB347630450,PLACEMENT FOSTERING,VOCATIONAL TRAINING,190002,,171000,EDUCATION : Services,The Incredible Years
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226755,IL_0005_025897,"3,747.00",By the Bridge North West Ltd,143563,,PLACEMENT FOSTERING,CONT VOL BODIES,230540,,321111,SC : Adoption & Fostering,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100220871,CL_0002_025897,"-1,485.00",By the Bridge North West Ltd,143563,,PLACEMENT FOSTERING,CONT VOL BODIES,230540,,321111,SC : Adoption & Fostering,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088062,142142,51.24,CASTLEROCK RECRUITMENT GROUP LTD,146421,,PHYS SUPP 18-64 LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088062,142142,147.32,CASTLEROCK RECRUITMENT GROUP LTD,146421,,PHYS SUPP 65-74 LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088062,142142,92.87,CASTLEROCK RECRUITMENT GROUP LTD,146421,,SENS SUPP 85+ LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,1901088062,142142,89.67,CASTLEROCK RECRUITMENT GROUP LTD,146421,,MENT HLT 85+ LT,EXT DOM CARE SPOT CO,230845,,,,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228693,39442,53.25,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia - URM May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228693,39442,70,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia - URM May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,31,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia Cop May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,58.5,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia Cop May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,68,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia HAL May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,45,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia HAL May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,21.5,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia PAR May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,52.5,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia PAR May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226433,39405,75,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia SAL May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226433,39405,160,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia SAL May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,60,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia Timp May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226449,39351,59.5,Chartmedia,105825,GB781892483,Acc Traff Urmston,MATERIALS FOR RESALE,220059,,191010,FACILITIES MGT : Prom & Rec,Chartmedia Timp May 2014
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228702,1128613,27,Chelford Farm Supplies LTD,100055,GB158890713,Groundforce Sth Wks,MATERIALS PURCHASE,220058,,111200,CATERING : Food & Beverages,8 Ft Canes
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226673,312848,"1,498.87",Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226674,312856,172.06,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226675,312857,128.66,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226676,312858,87.85,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226677,312859,402.78,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226771,312855,467.96,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,HIRE OF ROOMS,200735,,191200,FM : Doc Archiving & Storage,Offsite Storage & Scanning
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226675,312857,0.2,Cintas Document Management UK Ltd,146038,GB807445919,FI:GENERAL CONTINGEN,Mat Small Price Diff,220082,,192300,FACILITIES MGT : Storage,
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100228635,Redacted Personal Data,350,Classiqueinc Ltd ,149610,,Project's Team,EDUCATION MATERIALS,220010,,291200,LEISURE SERVICES : Outsourced,Burga Studio sessions
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226743,176851,40,Clocking Systems,132107,GB301412233,Carrington Depot,HARDWARE (LEARNING R,220565,,271200,ICT : Hardware,Time systems clock cards 107071 (102115)
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226743,176851,10,Clocking Systems,132107,GB301412233,Carrington Depot,HARDWARE (LEARNING R,220565,,271200,ICT : Hardware,Time systems clock cards packing chg
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226910,5331,"3,575.10",Compass Fostering North West Ltd,134178,GB153173918,PLACEMENT FOSTERING,CONT VOL BODIES,230540,,321111,SC : Adoption & Fostering,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226910,5331,0.13,Compass Fostering North West Ltd,134178,GB153173918,PLACEMENT FOSTERING,CONT VOL BODIES,230540,,321111,SC : Adoption & Fostering,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/00BU,Trafford ,01/07/2014,5100226735,E0265119,9.87,CREAMLINE DAIRIES LTD,134782,GB145602778,Arts- Sale Waterside,CATERING PROVISIONS,220100,,111200,CATERING : Food & Beverages, 2 Ltr Semi Skimmed w/ending - 24th May
