Inv Transaction,Supplier Name,Headserv Name,Stratdir Name,Account Description,Redact Name,Paid Date,Sum of Inv Amount,,,,,,,,,,,,,,,,,,,,,,,,
460282,BALMORAL HOMES,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"8,864.52 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BAMFORD GRANGE N/H,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,837.43 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BASSETT HOUSE CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"6,605.73 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BEECHFIELD LODGE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,036.51 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BELMONT PARKHILL LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"37,252.27 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BIRCHWOOD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,607.19 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BLACKCLIFFE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"73,190.99 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BOURNE HOUSE RESIDENTIAL HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"23,516.04 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BOWERFIELD COURT,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"13,655.57 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BOWLACRE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"14,687.38 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BROOKVALE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"6,818.84 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,BROUGHTON HOUSE HOME FOR  EX-SERVICE PERSONNEL,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,909.41 ,,,,,,,,,,,,,,,,,,,,,,,,
460282,BRYN HAVEN,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,Business Payment,28/07/14,973.62 ,,,,,,,,,,,,,,,,,,,,,,,,
460282,CAMBIAN LEARNING DISABILITIES MIDLANDS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"19,580.97 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CARE UK HOMECARE,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,491.08 ,,,,,,,,,,,,,,,,,,,,,,,,
460282,CARE UK HOMECARE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"66,394.06 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CARE UK LEARNING DISABILITIES SERVS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"10,809.26 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CHADDERTON TOTAL CAREUNIT LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,650.72 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CHARNLEY HOUSE LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"19,498.25 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CLARKSON HOUSE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"18,454.39 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CLEARWATER CARE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"3,529.13 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,CLIFFEMOUNT COMMUNITY CARE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"24,284.80 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,COMPASS CARE LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"4,462.18 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,DANSHELL HEALTHCARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"8,680.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,DOM POLSKI CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,876.16 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,DOMAIN CARE NORTH WEST LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"4,185.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,DRYCLOUGH MANOR CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,689.50 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,EAGLE HOUSE CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"3,034.59 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,EDGE HILL RESIDENTIAL HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"4,013.71 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,ELDER HOMES GROUP,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,491.08 ,,,,,,,,,,,,,,,,,,,,,,,,
460282,ELDER HOMES GROUP,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"40,808.38 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,ERNELESTHORP NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,783.43 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FAIRFIELD VIEW CARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"38,473.35 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FERN BANK,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"10,201.43 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FERN BANK,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"19,402.81 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FIELDHOUSE CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,171.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FIRBANK HOUSE NURSING & RESIDENTIAL CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"10,657.39 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FOUR SEASONS (DFK) LTD T/AS ASHURST PARK CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,118.26 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,FOUR SEASONS HEALTH CARE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"20,781.09 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,GRANGEFIELD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,995.68 ,,,,,,,,,,,,,,,,,,,,,,,,
460282,HATTON GRANGE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"66,746.90 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HC ONE OF A KIND - GUIDE LANE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"32,246.35 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HC ONE OF A KIND - KINGS PARK,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"1,267.31 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HC ONE OF A KIND - KINGS PARK,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"36,251.48 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HILLTOP HALL,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,966.71 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HOLME MANOR RESIDENTIAL CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,346.51 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,HOMELEIGH,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,100.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,LAUREL BANK RESIDENTIAL CARE HOME LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"14,648.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,LEONARD CHESHIRE DISABILITY,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,820.78 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,LINWOOD PARK,Public Health,Public Health,Residential Home Long Stay Fees,,28/07/14,"4,321.43 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,LOUTH CARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,789.14 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,LYNWOOD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,913.14 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MARINERS COURT CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"3,821.98 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MARPLE DALE HALL LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"4,092.30 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MERIDIAN HEALTHCARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"7,491.92 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MERIDIAN HEALTHCARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"859,513.70 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MOSS COTTAGE NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"2,217.79 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MOSS COTTAGE NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"39,168.85 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,MRS P RUGGEE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,Business Payment,28/07/14,"8,579.26 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,OAKWOOD CARE CENTRE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"13,780.16 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,PARK VILLA (OWNED BY CARE UK),Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"14,283.41 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,PENDLEBURY CARE HOMES LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,848.09 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,PENNINE CARE CENTRE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"3,151.11 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,PHOENIX FUTURES,Public Health,Public Health,Residential Home Long Stay Fees,,28/07/14,"6,486.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,POLEBANK HALL RESIDENTIAL CARE HOME LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"5,536.33 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,PROGRESS ADULT SERVICES LIMITED,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"13,797.21 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,SIGN,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"5,041.13 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,SPINAL UNIT ACTION GROUP,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,054.15 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,ST GEORGE'S NURSING HOME (OLDHAM) LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"26,449.76 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,ST LAWRENCES LODGE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"12,698.32 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,ST MARY'S CONTINUING CARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"5,314.29 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,STALEY HOUSE EPH,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"18,964.72 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,SUNNY BANK PRS LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,636.11 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE ALEXANDRA,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,944.14 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE DAVID LEWIS CENTRE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"4,866.47 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE DELL RESIDENTIAL HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,679.05 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE HESLEY GROUP LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"7,812.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE JOSEPH COX CHARITY,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"3,592.24 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE ROYAL ELMS REST HOMES,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"1,841.58 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THE VICARAGE RESIDENTIAL CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"27,998.75 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THORNCLIFFE GRANGE NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Cost Centre/Attribute Errors,,28/07/14,"1,235.63 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,THORNCLIFFE GRANGE NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"29,949.70 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,TURNING POINT,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"5,040.15 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,TURNING POINT,Other Services,Director of Finance,Cost Centre/Attribute Errors,,28/07/14,"2,862.57 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,TURNING POINT,Public Health,Public Health,Residential Home Long Stay Fees,,28/07/14,"3,220.00 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,UNITED RESPONSE,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"6,172.54 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,VICTORIA NURSING HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"8,768.57 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,WESTMINSTER HEALTH CARE LTD,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,039.36 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,WINDMILL CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"2,139.33 ",,,,,,,,,,,,,,,,,,,,,,,,
460282,WOODLANDS RESIDENTIAL CARE HOME,Adult Services,"Community, Adult & Adults Early Intervention",Residential Home Long Stay Fees,,28/07/14,"16,872.14 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,ACE SAFETY ACADEMY,Technical,Places,Training Course Costs,,01/07/14,"1,560.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,ACORN LIGHTING SERVICES LTD,Technical,Places,Sub-contractor Services,,01/07/14,"1,321.25 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,AGGREGATE INDUSTRIES UK LIMITED,Technical,Places,General Materials,,01/07/14,"2,212.68 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,AMBERON LTD,Technical,Places,Additional Hire,,01/07/14,754.29 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,ARCO LIMITED,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,01/07/14,677.53 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,ARCO LIMITED,Sustainable Growth,Places,General Materials,,01/07/14,71.19 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,BLOK N MESH UK LTD,Technical,Places,General Materials,,01/07/14,"4,242.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,BROXAP LIMITED,Technical,Places,General Materials,,01/07/14,"2,335.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,CONSOLIDATED POWER TOOLS,Technical,Places,General Materials,,01/07/14,"1,393.04 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,EAGLE CIVIL ENGINEERING LTD,Technical,Places,Sub-contractor Services,,01/07/14,"31,992.54 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,KENNY BROTHERS,Technical,Places,Sub-contractor Services,,01/07/14,"5,136.46 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,KONSTRUCTA HIRE LIMITED,Technical,Places,Additional Hire,,01/07/14,735.14 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,MALLATITE LTD,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,01/07/14,"5,234.80 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,MALLATITE LTD,Technical,Places,Stores Purchases,,01/07/14,200.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,MARSHALLS MONO LTD,Technical,Places,General Materials,,01/07/14,"1,627.32 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,NEWEY & EYRE LTD,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,01/07/14,830.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,P F CUSACK LTD,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,01/07/14,582.09 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,P F CUSACK LTD,Technical,Places,General Materials,,01/07/14,95.82 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,SIGNPOST SOLUTIONS LIMITED,Technical,Places,General Materials,,01/07/14,760.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,STOCKPORT MBC,Engineers Client,"Economic Growth, Investment and Sustainability",General Materials,,01/07/14,181.71 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,STOCKPORT MBC,Technical,Places,General Materials,,01/07/14,320.50 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,SUPPLY UK HIRE SHOPS LTD,Technical,Places,General Materials,,01/07/14,850.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,TARMAC CENTRAL LIMITED,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,01/07/14,"3,713.73 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,TARMAC CENTRAL LIMITED,Technical,Places,General Materials,,01/07/14,433.42 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,VIATEC UK,Technical,Places,General Materials,,01/07/14,"1,276.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470574,W DAVENPORT,Multiple Heads of Service,Multiple Strategic Directorates,Tax Retained Sub Contractors,Business Payment,01/07/14,-148.40 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,W DAVENPORT,Technical,Places,Sub-contractor Services,Business Payment,01/07/14,742.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470574,WOLSELEY UK LTD,Technical,Places,General Materials,,01/07/14,741.81 ,,,,,,,,,,,,,,,,,,,,,,,,
470575,ACORN LIGHTING SERVICES LTD,Technical,Places,Sub-contractor Services,,07/07/14,"5,600.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470575,AGGREGATE INDUSTRIES UK LIMITED,Technical,Places,General Materials,,07/07/14,"1,549.51 ",,,,,,,,,,,,,,,,,,,,,,,,
470575,ARCO LIMITED,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,07/07/14,"1,024.95 ",,,,,,,,,,,,,,,,,,,,,,,,
470575,ARCO LIMITED,Sustainable Growth,Places,General Materials,,07/07/14,49.59 ,,,,,,,,,,,,,,,,,,,,,,,,
470575,ARCO LIMITED,Technical,Places,General Materials,,07/07/14,85.43 ,,,,,,,,,,,,,,,,,,,,,,,,
470575,EAGLE CIVIL ENGINEERING LTD,Technical,Places,Sub-contractor Services,,07/07/14,"10,648.54 ",,,,,,,,,,,,,,,,,,,,,,,,
470575,KENNY BROTHERS,Technical,Places,Sub-contractor Services,,07/07/14,"14,159.13 ",,,,,,,,,,,,,,,,,,,,,,,,
470575,TARMAC CENTRAL LIMITED,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,07/07/14,"1,965.02 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,ACE SAFETY ACADEMY,Technical,Places,Training Course Costs,,14/07/14,"2,100.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,AGGREGATE INDUSTRIES UK LIMITED,Technical,Places,Sub-contractor Services,,14/07/14,"4,768.38 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,CBS (NORTH WEST) LTD,Technical,Places,Sub-contractor Services,,14/07/14,"1,760.31 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,EAGLE CIVIL ENGINEERING LTD,Technical,Places,Sub-contractor Services,,14/07/14,"8,397.82 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,KEYLINE BUILDERS MERCHANTS LTD,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,14/07/14,973.33 ,,,,,,,,,,,,,,,,,,,,,,,,
470576,KNOWLES BROTHERS WASTE MANAGEMENT LIMITED,Technical,Places,Sub-contractor Services,,14/07/14,"1,690.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,L&R ROADLINES LTD,Technical,Places,Sub-contractor Services,,14/07/14,"2,209.13 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,NEW CHARTER BUILD CO LTD,Technical,Places,Sub-contractor Services,,14/07/14,"4,252.24 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,PG FABRICATIONS,Multiple Heads of Service,Multiple Strategic Directorates,Tax Retained Sub Contractors,,14/07/14,-191.10 ,,,,,,,,,,,,,,,,,,,,,,,,
470576,PG FABRICATIONS,Technical,Places,Sub-contractor Services,,14/07/14,"3,305.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470576,TARMAC CENTRAL LIMITED,Civil Engineers,"Economic Growth, Investment and Sustainability",Debits Goods Received,,14/07/14,"1,645.12 ",,,,,,,,,,,,,,,,,,,,,,,,
470577,ACE SAFETY ACADEMY,Technical,Places,Training Course Costs,,24/07/14,800.00 ,,,,,,,,,,,,,,,,,,,,,,,,
470577,ACORN LIGHTING SERVICES LTD,Technical,Places,Sub-contractor Services,,24/07/14,"7,680.00 ",,,,,,,,,,,,,,,,,,,,,,,,
470577,AL-VAC UK LIMITED,Technical,Places,General Materials,,24/07/14,594.74 ,,,,,,,,,,,,,,,,,,,,,,,,
